"Sentrix_ID","Tumor_Group","Color"
"204424030115_R01C01","NB","#8DB3D7"
"204424030115_R02C01","NB","#8DB3D7"
"204424030115_R07C01","NB","#8DB3D7"
"204424030084_R06C01","NB","#8DB3D7"
"204424030084_R07C01","NB","#8DB3D7"
"204424030084_R08C01","NB","#8DB3D7"
"204424030115_R06C01","NB","#8DB3D7"
"204424030117_R01C01","NB","#8DB3D7"
"204424030117_R05C01","NB","#8DB3D7"
"204424030117_R06C01","NB","#8DB3D7"
"204424040004_R02C01","NB","#8DB3D7"
"204424040004_R06C01","NB","#8DB3D7"
"204424030117_R08C01","NB","#8DB3D7"
"204424040004_R01C01","NB","#8DB3D7"
"204424030117_R07C01","NB","#8DB3D7"
"204424030115_R08C01","NB","#8DB3D7"
"204424040004_R03C01","NB","#8DB3D7"
"204424030115_R04C01","NB","#8DB3D7"
"204424040004_R04C01","NB","#8DB3D7"
"204424040004_R05C01","NB","#8DB3D7"
"204424040013_R01C01","NB","#8DB3D7"
"204424040013_R03C01","NB","#8DB3D7"
"204424040013_R05C01","NB","#8DB3D7"
"204424030117_R03C01","NB","#8DB3D7"
"204424040013_R04C01","NB","#8DB3D7"
"204424040067_R03C01","NB","#8DB3D7"
"204424040067_R04C01","NB","#8DB3D7"
"204424040068_R02C01","NB","#8DB3D7"
"204424040048_R01C01","NB","#8DB3D7"
"204424040068_R01C01","NB","#8DB3D7"
"204424040067_R02C01","NB","#8DB3D7"
"204424040067_R07C01","NB","#8DB3D7"
"204424040067_R06C01","NB","#8DB3D7"
"204424040058_R08C01","NB","#8DB3D7"
"204424040058_R07C01","NB","#8DB3D7"
"204424040058_R06C01","NB","#8DB3D7"
"204424040058_R05C01","NB","#8DB3D7"
"204424040058_R04C01","NB","#8DB3D7"
"204424040058_R02C01","NB","#8DB3D7"
"204424040058_R01C01","NB","#8DB3D7"
"204424040048_R07C01","NB","#8DB3D7"
"204424040048_R06C01","NB","#8DB3D7"
"204424040048_R02C01","NB","#8DB3D7"
"204424030084_R01C01","NB","#8DB3D7"
"204424030084_R03C01","NB","#8DB3D7"
"204551190121_R07C01","NB","#8DB3D7"
"204564460020_R02C01","NB","#8DB3D7"
"204564460020_R04C01","NB","#8DB3D7"
"204564460020_R06C01","NB","#8DB3D7"
"204564460080_R08C01","NB","#8DB3D7"
"204551190121_R08C01","NB","#8DB3D7"
"204551190150_R01C01","NB","#8DB3D7"
"204551190150_R03C01","NB","#8DB3D7"
"204551190150_R05C01","NB","#8DB3D7"
"204551190170_R02C01","NB","#8DB3D7"
"204551190170_R04C01","NB","#8DB3D7"
"204564460020_R03C01","NB","#8DB3D7"
"204564460020_R05C01","NB","#8DB3D7"
"204564460020_R08C01","NB","#8DB3D7"
"204564460025_R01C01","NB","#8DB3D7"
"204564460025_R03C01","NB","#8DB3D7"
"204564460025_R05C01","NB","#8DB3D7"
"204564460025_R07C01","NB","#8DB3D7"
"204564460025_R08C01","NB","#8DB3D7"
"204564460031_R01C01","NB","#8DB3D7"
"204564460031_R03C01","NB","#8DB3D7"
"204564460031_R04C01","NB","#8DB3D7"
"204564460031_R05C01","NB","#8DB3D7"
"204564460031_R06C01","NB","#8DB3D7"
"204564460031_R07C01","NB","#8DB3D7"
"204564460031_R08C01","NB","#8DB3D7"
"204564460045_R01C01","NB","#8DB3D7"
"204564460045_R02C01","NB","#8DB3D7"
"204564460045_R03C01","NB","#8DB3D7"
"204564460045_R05C01","NB","#8DB3D7"
"204564460045_R06C01","NB","#8DB3D7"
"204564460045_R07C01","NB","#8DB3D7"
"204564460045_R08C01","NB","#8DB3D7"
"204564460049_R02C01","NB","#8DB3D7"
"204564460049_R03C01","NB","#8DB3D7"
"204564460049_R05C01","NB","#8DB3D7"
"204564460049_R06C01","NB","#8DB3D7"
"204564460049_R08C01","NB","#8DB3D7"
"204564460076_R01C01","NB","#8DB3D7"
"204564460076_R02C01","NB","#8DB3D7"
"204564460076_R03C01","NB","#8DB3D7"
"204564460076_R05C01","NB","#8DB3D7"
"204564460076_R06C01","NB","#8DB3D7"
"204564460076_R07C01","NB","#8DB3D7"
"204564460080_R01C01","NB","#8DB3D7"
"204564460080_R02C01","NB","#8DB3D7"
"204564460080_R07C01","NB","#8DB3D7"
"204564460087_R02C01","NB","#8DB3D7"
"204564460087_R03C01","NB","#8DB3D7"
"204564460087_R04C01","NB","#8DB3D7"
"204564460087_R05C01","NB","#8DB3D7"
"204564460087_R07C01","NB","#8DB3D7"
"204564460103_R01C01","NB","#8DB3D7"
"204564460103_R02C01","NB","#8DB3D7"
"204564460103_R03C01","NB","#8DB3D7"
"204564460103_R04C01","NB","#8DB3D7"
"204564460103_R05C01","NB","#8DB3D7"
"204564460103_R06C01","NB","#8DB3D7"
"204564460105_R01C01","NB","#8DB3D7"
"204564460105_R02C01","NB","#8DB3D7"
"204564460105_R03C01","NB","#8DB3D7"
"204564460105_R04C01","NB","#8DB3D7"
"204564460105_R06C01","NB","#8DB3D7"
"204564460105_R07C01","NB","#8DB3D7"
"204848240094_R07C01","NB","#8DB3D7"
"204564460025_R02C01","NB","#8DB3D7"
"205125590058_R01C01","NB","#8DB3D7"
"205125590058_R02C01","NB","#8DB3D7"
"204848060070_R03C01","NB","#8DB3D7"
"204848060070_R06C01","NB","#8DB3D7"
"204848060070_R07C01","NB","#8DB3D7"
"205125590002_R05C01","NB","#8DB3D7"
"205125590002_R06C01","NB","#8DB3D7"
"205125590003_R01C01","NB","#8DB3D7"
"204854830021_R06C01","NB","#8DB3D7"
"205125590003_R02C01","NB","#8DB3D7"
"204964480034_R03C01","NB","#8DB3D7"
"204854830040_R02C01","NB","#8DB3D7"
"204854830040_R03C01","NB","#8DB3D7"
"204963470001_R05C01","NB","#8DB3D7"
"204963470003_R01C01","NB","#8DB3D7"
"204963470003_R04C01","NB","#8DB3D7"
"204963470003_R05C01","NB","#8DB3D7"
"204963470009_R01C01","NB","#8DB3D7"
"205125590005_R07C01","NB","#8DB3D7"
"204963470036_R04C01","NB","#8DB3D7"
"204963470036_R05C01","NB","#8DB3D7"
"204963470036_R08C01","NB","#8DB3D7"
"205125590066_R07C01","NB","#8DB3D7"
"204848240003_R03C01","NB","#8DB3D7"
"204848240003_R05C01","NB","#8DB3D7"
"204848240003_R06C01","NB","#8DB3D7"
"204848240114_R02C01","NB","#8DB3D7"
"204848240114_R05C01","NB","#8DB3D7"
"205125590002_R07C01","NB","#8DB3D7"
"204854830021_R04C01","NB","#8DB3D7"
"204964480034_R04C01","NB","#8DB3D7"
"204964480034_R07C01","NB","#8DB3D7"
"205125590005_R02C01","NB","#8DB3D7"
"205125590005_R03C01","NB","#8DB3D7"
"205125590005_R04C01","NB","#8DB3D7"
"204963470001_R07C01","NB","#8DB3D7"
"205125590005_R06C01","NB","#8DB3D7"
"204963470009_R02C01","NB","#8DB3D7"
"204963470009_R04C01","NB","#8DB3D7"
"204963470009_R05C01","NB","#8DB3D7"
"204963470009_R06C01","NB","#8DB3D7"
"204963470009_R08C01","NB","#8DB3D7"
"204963470036_R01C01","NB","#8DB3D7"
"205125590066_R01C01","NB","#8DB3D7"
"205125590066_R04C01","NB","#8DB3D7"
"204963470042_R06C01","NB","#8DB3D7"
"204963470095_R02C01","NB","#8DB3D7"
"204963470095_R03C01","NB","#8DB3D7"
"205125590066_R06C01","NB","#8DB3D7"
"204963470095_R05C01","NB","#8DB3D7"
"205111140081_R03C01","NB","#8DB3D7"
"204848060071_R01C01","NB","#8DB3D7"
"204963470010_R08C01","NB","#8DB3D7"
"204963470012_R02C01","NB","#8DB3D7"
"204963470012_R06C01","NB","#8DB3D7"
"204963470012_R07C01","NB","#8DB3D7"
"204963470024_R01C01","NB","#8DB3D7"
"205125590004_R03C01","NB","#8DB3D7"
"205767050167_R04C01","NB","#8DB3D7"
"206137480145_R07C01","NB","#8DB3D7"
"206139130056_R04C01","NB","#8DB3D7"
"204848240011_R07C01","NB","#8DB3D7"
"205624880158_R07C01","NB","#8DB3D7"
"205852220042_R07C01","NB","#8DB3D7"
"206103060064_R05C01","NB","#8DB3D7"
"206103060064_R06C01","NB","#8DB3D7"
"206154070046_R03C01","NB","#8DB3D7"
"205035160040_R04C01","NB","#8DB3D7"
"205128000005_R01C01","NB","#8DB3D7"
"205715820167_R02C01","NB","#8DB3D7"
"205852220124_R05C01","NB","#8DB3D7"
"206113360104_R03C01","NB","#8DB3D7"
"206154070146_R04C01","NB","#8DB3D7"
"206154070146_R05C01","NB","#8DB3D7"
"206250290025_R04C01","NB","#8DB3D7"
"205852220042_R08C01","NB","#8DB3D7"
"201533640043_R01C01","OS","#7CDFDC"
"201533640034_R03C01","OS","#7CDFDC"
"201533640005_R08C01","OS","#7CDFDC"
"201533640034_R07C01","OS","#7CDFDC"
"201533640005_R06C01","OS","#7CDFDC"
"201533640034_R01C01","OS","#7CDFDC"
"201533640034_R06C01","OS","#7CDFDC"
"201533640034_R05C01","OS","#7CDFDC"
"204551190111_R04C01","OS","#7CDFDC"
"204596820028_R03C01","OS","#7CDFDC"
"204596820028_R05C01","OS","#7CDFDC"
"204596820035_R05C01","OS","#7CDFDC"
"204596820074_R02C01","OS","#7CDFDC"
"204596820107_R08C01","OS","#7CDFDC"
"201524770049_R04C01","OS","#7CDFDC"
"204424030014_R06C01","MISC","#DDE051"
"204551190057_R03C01","OS","#7CDFDC"
"204551190057_R04C01","OS","#7CDFDC"
"204551190057_R05C01","OS","#7CDFDC"
"204551190057_R06C01","OS","#7CDFDC"
"204551190057_R07C01","OS","#7CDFDC"
"204551190057_R08C01","OS","#7CDFDC"
"204551190067_R01C01","OS","#7CDFDC"
"204551190067_R02C01","OS","#7CDFDC"
"204551190067_R05C01","OS","#7CDFDC"
"204551190067_R07C01","OS","#7CDFDC"
"204551190082_R01C01","OS","#7CDFDC"
"204551190082_R03C01","OS","#7CDFDC"
"204551190082_R04C01","OS","#7CDFDC"
"204551190082_R05C01","OS","#7CDFDC"
"204551190082_R06C01","OS","#7CDFDC"
"204564460049_R04C01","OS","#7CDFDC"
"204564460108_R07C01","OS","#7CDFDC"
"204848240093_R01C01","OS","#7CDFDC"
"204848240093_R03C01","OS","#7CDFDC"
"204848240093_R04C01","OS","#7CDFDC"
"204848240093_R08C01","OS","#7CDFDC"
"204848240094_R01C01","OS","#7CDFDC"
"204848240094_R03C01","OS","#7CDFDC"
"204848240097_R04C01","OS","#7CDFDC"
"204848240133_R02C01","OS","#7CDFDC"
"204848240133_R03C01","OS","#7CDFDC"
"204848240133_R04C01","OS","#7CDFDC"
"204848240133_R07C01","OS","#7CDFDC"
"204848240134_R01C01","OS","#7CDFDC"
"204848240134_R02C01","OS","#7CDFDC"
"204848240134_R04C01","OS","#7CDFDC"
"204848240134_R05C01","OS","#7CDFDC"
"204848240134_R08C01","OS","#7CDFDC"
"204848240140_R05C01","OS","#7CDFDC"
"204848240140_R08C01","OS","#7CDFDC"
"204848240141_R01C01","OS","#7CDFDC"
"204848240133_R08C01","OS","#7CDFDC"
"204848240097_R07C01","OS","#7CDFDC"
"204848240133_R01C01","OS","#7CDFDC"
"204848240097_R02C01","OS","#7CDFDC"
"204848240009_R01C01","OS","#7CDFDC"
"204848240009_R02C01","OS","#7CDFDC"
"204848240009_R03C01","OS","#7CDFDC"
"204848240009_R06C01","OS","#7CDFDC"
"204848240009_R08C01","OS","#7CDFDC"
"204848240040_R02C01","OS","#7CDFDC"
"204848240040_R03C01","OS","#7CDFDC"
"204848240040_R04C01","OS","#7CDFDC"
"204848240040_R06C01","OS","#7CDFDC"
"204848240073_R04C01","OS","#7CDFDC"
"204848240073_R05C01","OS","#7CDFDC"
"204848240073_R06C01","OS","#7CDFDC"
"204848240073_R07C01","OS","#7CDFDC"
"204848240073_R08C01","OS","#7CDFDC"
"204848240091_R04C01","OS","#7CDFDC"
"204848240091_R05C01","OS","#7CDFDC"
"204848240091_R06C01","OS","#7CDFDC"
"204848240091_R07C01","OS","#7CDFDC"
"204848240098_R03C01","OS","#7CDFDC"
"204848240098_R04C01","OS","#7CDFDC"
"204848240098_R05C01","OS","#7CDFDC"
"204848240098_R07C01","OS","#7CDFDC"
"204848240098_R08C01","OS","#7CDFDC"
"204848240115_R01C01","OS","#7CDFDC"
"204848240115_R02C01","OS","#7CDFDC"
"204848240115_R03C01","OS","#7CDFDC"
"204848240115_R04C01","OS","#7CDFDC"
"204848240115_R06C01","OS","#7CDFDC"
"204848240115_R07C01","OS","#7CDFDC"
"204848240116_R01C01","OS","#7CDFDC"
"204848240116_R02C01","OS","#7CDFDC"
"204848240116_R03C01","OS","#7CDFDC"
"204848240116_R05C01","OS","#7CDFDC"
"204848240116_R07C01","OS","#7CDFDC"
"204848240135_R01C01","OS","#7CDFDC"
"204848240135_R05C01","OS","#7CDFDC"
"204848240135_R06C01","OS","#7CDFDC"
"204848240135_R07C01","OS","#7CDFDC"
"204848240135_R08C01","OS","#7CDFDC"
"204848240136_R02C01","OS","#7CDFDC"
"204848240136_R03C01","OS","#7CDFDC"
"204848240136_R05C01","OS","#7CDFDC"
"204848240136_R06C01","OS","#7CDFDC"
"204848240136_R07C01","OS","#7CDFDC"
"204848240138_R03C01","OS","#7CDFDC"
"204972790031_R01C01","OS","#7CDFDC"
"204972790031_R02C01","OS","#7CDFDC"
"204972790031_R06C01","OS","#7CDFDC"
"204972790031_R07C01","OS","#7CDFDC"
"204972790053_R01C01","OS","#7CDFDC"
"204972790053_R03C01","OS","#7CDFDC"
"204972790053_R05C01","OS","#7CDFDC"
"204972790053_R07C01","OS","#7CDFDC"
"204972790053_R08C01","OS","#7CDFDC"
"204972790077_R01C01","OS","#7CDFDC"
"204972790077_R03C01","OS","#7CDFDC"
"204972790077_R04C01","OS","#7CDFDC"
"204972790077_R05C01","OS","#7CDFDC"
"204972790077_R08C01","OS","#7CDFDC"
"205030230024_R01C01","OS","#7CDFDC"
"205030230024_R04C01","OS","#7CDFDC"
"205030230024_R05C01","OS","#7CDFDC"
"205030230049_R02C01","OS","#7CDFDC"
"205030230049_R04C01","OS","#7CDFDC"
"205030230049_R06C01","OS","#7CDFDC"
"205030230049_R08C01","OS","#7CDFDC"
"205030230052_R01C01","OS","#7CDFDC"
"205030230052_R02C01","OS","#7CDFDC"
"205030230052_R03C01","OS","#7CDFDC"
"205030230052_R04C01","OS","#7CDFDC"
"205030230052_R05C01","OS","#7CDFDC"
"205030230052_R06C01","OS","#7CDFDC"
"205030230052_R07C01","OS","#7CDFDC"
"205030230087_R01C01","OS","#7CDFDC"
"205030230087_R04C01","OS","#7CDFDC"
"205030230087_R07C01","OS","#7CDFDC"
"205030230087_R08C01","OS","#7CDFDC"
"205030230107_R01C01","OS","#7CDFDC"
"205030230107_R02C01","OS","#7CDFDC"
"205030230107_R05C01","OS","#7CDFDC"
"205030230107_R06C01","OS","#7CDFDC"
"205030230107_R07C01","OS","#7CDFDC"
"205030230115_R01C01","OS","#7CDFDC"
"205030230115_R02C01","OS","#7CDFDC"
"205030230115_R03C01","MISC","#7CDFDC"
"205030230115_R05C01","OS","#7CDFDC"
"205030230115_R08C01","OS","#7CDFDC"
"205030230164_R01C01","OS","#7CDFDC"
"205030230164_R02C01","OS","#7CDFDC"
"205030230164_R06C01","OS","#7CDFDC"
"205030230164_R08C01","OS","#7CDFDC"
"205030230168_R01C01","OS","#7CDFDC"
"205030230168_R03C01","OS","#7CDFDC"
"205030230168_R04C01","OS","#7CDFDC"
"205030230168_R05C01","OS","#7CDFDC"
"205030230168_R08C01","OS","#7CDFDC"
"205030240016_R01C01","OS","#7CDFDC"
"205030240016_R02C01","OS","#7CDFDC"
"205030240016_R03C01","OS","#7CDFDC"
"205030240016_R05C01","OS","#7CDFDC"
"205030240016_R06C01","OS","#7CDFDC"
"205111140055_R04C01","OS","#7CDFDC"
"205111140055_R05C01","OS","#7CDFDC"
"205111140055_R07C01","OS","#7CDFDC"
"205111140058_R01C01","OS","#7CDFDC"
"205111140058_R02C01","OS","#7CDFDC"
"205111140058_R03C01","OS","#7CDFDC"
"205111140058_R04C01","OS","#7CDFDC"
"205111140058_R05C01","OS","#7CDFDC"
"205111140058_R08C01","OS","#7CDFDC"
"205111140064_R04C01","OS","#7CDFDC"
"205111140064_R06C01","OS","#7CDFDC"
"205111140081_R01C01","OS","#7CDFDC"
"205111140081_R02C01","OS","#7CDFDC"
"205090550030_R01C01","OS","#7CDFDC"
"205090550030_R05C01","OS","#7CDFDC"
"205090550030_R07C01","OS","#7CDFDC"
"205090550030_R08C01","OS","#7CDFDC"
"205090550046_R01C01","OS","#7CDFDC"
"205090550046_R02C01","OS","#7CDFDC"
"205090550046_R03C01","OS","#7CDFDC"
"205090550046_R04C01","OS","#7CDFDC"
"205090550046_R06C01","OS","#7CDFDC"
"205090550049_R01C01","OS","#7CDFDC"
"205090550049_R02C01","OS","#7CDFDC"
"205090550049_R04C01","OS","#7CDFDC"
"205090550049_R07C01","OS","#7CDFDC"
"205090550053_R03C01","OS","#7CDFDC"
"205090550053_R04C01","OS","#7CDFDC"
"205090550053_R05C01","OS","#7CDFDC"
"205090550053_R06C01","OS","#7CDFDC"
"205090550053_R08C01","OS","#7CDFDC"
"205090550057_R01C01","OS","#7CDFDC"
"205090550057_R02C01","OS","#7CDFDC"
"205090550057_R03C01","OS","#7CDFDC"
"205090550057_R04C01","OS","#7CDFDC"
"205090550057_R05C01","OS","#7CDFDC"
"205090550057_R06C01","OS","#7CDFDC"
"205090550063_R02C01","OS","#7CDFDC"
"205090550063_R03C01","OS","#7CDFDC"
"205715830072_R05C01","WT","#DB5297"
"206137480134_R06C01","OS","#7CDFDC"
"206137480145_R02C01","OS","#7CDFDC"
"206137480145_R03C01","OS","#7CDFDC"
"206382220036_R05C01","OS","#7CDFDC"
"206382220044_R03C01","OS","#7CDFDC"
"205772280148_R07C01","OS","#7CDFDC"
"205772280010_R01C01","MISC","#DDE051"
"205715820166_R03C01","OS","#7CDFDC"
"202234370083_R01C01","RB","#D8CE7F"
"202242400127_R04C01","RB","#D8CE7F"
"202242400127_R05C01","RB","#D8CE7F"
"202242400127_R07C01","RB","#D8CE7F"
"202242400127_R06C01","RB","#D8CE7F"
"202242400127_R08C01","RB","#D8CE7F"
"202234370083_R05C01","RB","#D8CE7F"
"202234370083_R02C01","RB","#D8CE7F"
"202234370083_R03C01","RB","#D8CE7F"
"202234370083_R04C01","RB","#D8CE7F"
"202234370115_R01C01","RB","#D8CE7F"
"202234370034_R06C01","RB","#D8CE7F"
"202234370083_R06C01","RB","#D8CE7F"
"202234370083_R07C01","RB","#D8CE7F"
"202234370034_R02C01","RB","#D8CE7F"
"202234370034_R07C01","RB","#D8CE7F"
"202234370115_R02C01","RB","#D8CE7F"
"202234370115_R03C01","RB","#D8CE7F"
"202234370115_R05C01","RB","#D8CE7F"
"202234370115_R06C01","RB","#D8CE7F"
"202234370034_R04C01","RB","#D8CE7F"
"202234370115_R07C01","RB","#D8CE7F"
"202242400038_R06C01","RB","#D8CE7F"
"202234370034_R05C01","RB","#D8CE7F"
"203962710085_R07C01","RB","#D8CE7F"
"203548860079_R02C01","RB","#D8CE7F"
"204551190125_R08C01","RB","#D8CE7F"
"204592890102_R05C01","RB","#D8CE7F"
"204596820024_R01C01","RB","#D8CE7F"
"204596820024_R06C01","RB","#D8CE7F"
"201525200008_R03C01","RB","#D8CE7F"
"201525200008_R04C01","RB","#D8CE7F"
"201525200008_R05C01","RB","#D8CE7F"
"201525200008_R06C01","RB","#D8CE7F"
"201525200008_R07C01","RB","#D8CE7F"
"201525200008_R08C01","RB","#D8CE7F"
"201525200072_R01C01","RB","#D8CE7F"
"204076520130_R08C01","RB","#D8CE7F"
"204076530007_R01C01","RB","#D8CE7F"
"204076530007_R07C01","RB","#D8CE7F"
"204076530007_R04C01","RB","#D8CE7F"
"204076530007_R02C01","RB","#D8CE7F"
"204076530007_R06C01","RB","#D8CE7F"
"204076530007_R05C01","RB","#D8CE7F"
"204076530007_R03C01","RB","#D8CE7F"
"204551190033_R07C01","RB","#D8CE7F"
"204551190019_R06C01","RB","#D8CE7F"
"204551190034_R07C01","RB","#D8CE7F"
"204551190029_R06C01","RB","#D8CE7F"
"204551190029_R01C01","RB","#D8CE7F"
"204551190027_R06C01","RB","#D8CE7F"
"204551190027_R07C01","RB","#D8CE7F"
"204551190029_R03C01","RB","#D8CE7F"
"204551190029_R05C01","RB","#D8CE7F"
"204551190029_R02C01","RB","#D8CE7F"
"204551190033_R01C01","RB","#D8CE7F"
"204551190034_R08C01","RB","#D8CE7F"
"204551190019_R03C01","RB","#D8CE7F"
"204551190019_R04C01","RB","#D8CE7F"
"204551190043_R01C01","RB","#D8CE7F"
"204551190029_R07C01","RB","#D8CE7F"
"204551190019_R01C01","RB","#D8CE7F"
"204551190019_R05C01","RB","#D8CE7F"
"204551190027_R04C01","RB","#D8CE7F"
"204551190034_R02C01","RB","#D8CE7F"
"204551190033_R02C01","RB","#D8CE7F"
"204551190033_R03C01","RB","#D8CE7F"
"204551190034_R03C01","RB","#D8CE7F"
"204551190033_R04C01","RB","#D8CE7F"
"204551190033_R06C01","RB","#D8CE7F"
"204551190033_R05C01","RB","#D8CE7F"
"204551190034_R01C01","RB","#D8CE7F"
"204551190034_R06C01","RB","#D8CE7F"
"204551190043_R03C01","RB","#D8CE7F"
"204551190043_R04C01","RB","#D8CE7F"
"204551190019_R02C01","RB","#D8CE7F"
"204551190043_R06C01","RB","#D8CE7F"
"205091240039_R02C01","RB","#D8CE7F"
"205091240039_R04C01","RB","#D8CE7F"
"205025380106_R05C01","RB","#D8CE7F"
"205025380106_R06C01","RB","#D8CE7F"
"205025380106_R07C01","RB","#D8CE7F"
"205091240039_R05C01","RB","#D8CE7F"
"205091240039_R06C01","RB","#D8CE7F"
"205025380107_R02C01","RB","#D8CE7F"
"205025380107_R03C01","RB","#D8CE7F"
"205025380107_R04C01","RB","#D8CE7F"
"205025380107_R05C01","RB","#D8CE7F"
"205091240039_R07C01","RB","#D8CE7F"
"205091240039_R08C01","RB","#D8CE7F"
"205025380107_R08C01","RB","#D8CE7F"
"205091240041_R01C01","RB","#D8CE7F"
"205025380117_R02C01","RB","#D8CE7F"
"205025380117_R04C01","RB","#D8CE7F"
"205025380117_R05C01","RB","#D8CE7F"
"205025380117_R06C01","RB","#D8CE7F"
"205025380117_R07C01","RB","#D8CE7F"
"205025380117_R08C01","RB","#D8CE7F"
"205025380127_R01C01","RB","#D8CE7F"
"205025380143_R01C01","RB","#D8CE7F"
"205091240053_R01C01","RB","#D8CE7F"
"205091240053_R02C01","RB","#D8CE7F"
"205025380143_R06C01","RB","#D8CE7F"
"205025380143_R07C01","RB","#D8CE7F"
"205025380143_R08C01","RB","#D8CE7F"
"205025380147_R02C01","RB","#D8CE7F"
"205025380147_R03C01","RB","#D8CE7F"
"205025380147_R04C01","RB","#D8CE7F"
"205025380147_R05C01","RB","#D8CE7F"
"205030240007_R01C01","RB","#D8CE7F"
"205030240007_R03C01","RB","#D8CE7F"
"205030240007_R05C01","RB","#D8CE7F"
"205030240007_R06C01","RB","#D8CE7F"
"205030240007_R07C01","RB","#D8CE7F"
"205091240067_R08C01","RB","#D8CE7F"
"205091240068_R01C01","RB","#D8CE7F"
"205091240068_R02C01","RB","#D8CE7F"
"205030240031_R03C01","RB","#D8CE7F"
"205091240068_R05C01","RB","#D8CE7F"
"205091240068_R06C01","RB","#D8CE7F"
"205091240068_R07C01","RB","#D8CE7F"
"205091240068_R08C01","RB","#D8CE7F"
"205030230097_R02C01","RB","#D8CE7F"
"205091240057_R02C01","RB","#D8CE7F"
"205091240057_R03C01","RB","#D8CE7F"
"205030230097_R05C01","RB","#D8CE7F"
"205030230097_R06C01","RB","#D8CE7F"
"205030230097_R07C01","RB","#D8CE7F"
"205030230099_R02C01","RB","#D8CE7F"
"205091240057_R04C01","RB","#D8CE7F"
"205030230099_R05C01","RB","#D8CE7F"
"205030230099_R06C01","RB","#D8CE7F"
"205091240057_R05C01","RB","#D8CE7F"
"205091240057_R07C01","RB","#D8CE7F"
"205091240057_R08C01","RB","#D8CE7F"
"205437190056_R02C01","RB","#D8CE7F"
"205437190056_R03C01","RB","#D8CE7F"
"205437190056_R04C01","RB","#D8CE7F"
"205437190056_R05C01","RB","#D8CE7F"
"205437190056_R06C01","RB","#D8CE7F"
"205437190056_R07C01","RB","#D8CE7F"
"205437190056_R08C01","RB","#D8CE7F"
"205437190062_R01C01","RB","#D8CE7F"
"205437190062_R03C01","RB","#D8CE7F"
"205437190062_R04C01","RB","#D8CE7F"
"205437190062_R05C01","RB","#D8CE7F"
"205437190062_R06C01","RB","#D8CE7F"
"205437190062_R07C01","RB","#D8CE7F"
"205437190062_R08C01","RB","#D8CE7F"
"205437190077_R01C01","RB","#D8CE7F"
"205437190077_R02C01","RB","#D8CE7F"
"205437190077_R03C01","RB","#D8CE7F"
"205437190077_R04C01","RB","#D8CE7F"
"205437190077_R05C01","RB","#D8CE7F"
"205437190077_R06C01","RB","#D8CE7F"
"205437190077_R07C01","RB","#D8CE7F"
"205437190077_R08C01","RB","#D8CE7F"
"205437190080_R01C01","RB","#D8CE7F"
"205437190080_R02C01","RB","#D8CE7F"
"205437190080_R04C01","RB","#D8CE7F"
"205437190080_R05C01","RB","#D8CE7F"
"205437190080_R06C01","RB","#D8CE7F"
"205437190080_R07C01","RB","#D8CE7F"
"205437190080_R08C01","RB","#D8CE7F"
"205437190086_R02C01","RB","#D8CE7F"
"205437190086_R03C01","RB","#D8CE7F"
"205437190086_R04C01","RB","#D8CE7F"
"205437190086_R05C01","RB","#D8CE7F"
"205437190086_R06C01","RB","#D8CE7F"
"205437190086_R07C01","RB","#D8CE7F"
"205437190086_R08C01","RB","#D8CE7F"
"205437190105_R02C01","RB","#D8CE7F"
"205437190105_R04C01","RB","#D8CE7F"
"205437190105_R05C01","RB","#D8CE7F"
"205437190105_R06C01","RB","#D8CE7F"
"205437190105_R07C01","RB","#D8CE7F"
"205437190105_R08C01","RB","#D8CE7F"
"205437190125_R01C01","RB","#D8CE7F"
"205437190125_R02C01","RB","#D8CE7F"
"205437190125_R03C01","RB","#D8CE7F"
"205437190125_R04C01","RB","#D8CE7F"
"205437190125_R05C01","RB","#D8CE7F"
"205437190125_R07C01","RB","#D8CE7F"
"205437190125_R08C01","RB","#D8CE7F"
"205437190126_R01C01","RB","#D8CE7F"
"205437190126_R02C01","RB","#D8CE7F"
"205437190126_R03C01","RB","#D8CE7F"
"205437190126_R05C01","RB","#D8CE7F"
"205437190126_R06C01","RB","#D8CE7F"
"205437190126_R07C01","RB","#D8CE7F"
"205437190126_R08C01","RB","#D8CE7F"
"205437190160_R01C01","RB","#D8CE7F"
"205437190160_R02C01","RB","#D8CE7F"
"205437190160_R03C01","RB","#D8CE7F"
"205437190160_R04C01","RB","#D8CE7F"
"205437190160_R05C01","RB","#D8CE7F"
"205437190160_R06C01","RB","#D8CE7F"
"205437190160_R07C01","RB","#D8CE7F"
"205437190160_R08C01","RB","#D8CE7F"
"205125590052_R03C01","RB","#D8CE7F"
"206137480129_R08C01","RB","#D8CE7F"
"206137480134_R01C01","RB","#D8CE7F"
"206137480134_R02C01","RB","#D8CE7F"
"206137480134_R03C01","RB","#D8CE7F"
"206137480134_R04C01","RB","#D8CE7F"
"206139130056_R05C01","RB","#D8CE7F"
"206382220036_R06C01","RB","#D8CE7F"
"206382220044_R05C01","RB","#D8CE7F"
"206375080055_R08C01","RB","#D8CE7F"
"205624860067_R07C01","RB","#D8CE7F"
"205138640084_R01C01","RB","#D8CE7F"
"205624860067_R06C01","RB","#D8CE7F"
"205030240141_R01C01","RB","#D8CE7F"
"206537460141_R05C01","RB","#D8CE7F"
"201533620004_R07C01","RMS","#DCDFD5"
