"Sample","meth.class","meth.family","col"
"GSM2404570_9611518110_R04C02","GBM, MES","MCF GBM ","#538533"
"GSM2404571_9611518113_R01C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404572_9611518110_R03C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404573_9611518110_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404574_9611518113_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404575_9611518110_R06C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404576_9611518099_R03C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404577_9611518099_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404578_9611518099_R02C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404579_9611518099_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404580_9611518099_R04C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404581_9611518109_R04C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404582_9611518109_R01C02","GBM, MES","MCF GBM ","#538533"
"GSM2404583_9611519028_R01C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404584_9611519028_R02C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404585_9611519028_R04C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404586_9611519028_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404587_9611519030_R01C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404588_9611519030_R03C01","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2404589_9611519030_R06C01","PIN T, PB A","PIN T,  PB A","#cbf5af"
"GSM2404590_9611519054_R04C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404591_9611519051_R03C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404592_9611518116_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404593_9611518117_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404594_9611518117_R05C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404595_9611518117_R02C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404596_9611518115_R06C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404597_9611518116_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404598_9611518117_R05C01","GBM, MES","MCF GBM ","#538533"
"GSM2404599_9611518117_R03C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404600_9611518116_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404601_9611518166_R03C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404602_9611518117_R01C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404603_9611518117_R04C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404604_9611518115_R03C02","GBM, MES","MCF GBM ","#538533"
"GSM2404605_9741950007_R02C02","CPH, PAP","CPH, PAP","#43dad7"
"GSM2404606_9741950007_R03C02","CPH, ADM","CPH, ADM","#72d4c8"
"GSM2404607_9741950021_R05C02","ANA PA","ANA PA","#734ba9"
"GSM2404608_9741950021_R06C02","CONTR, WM","CONTR, WM","#a8a8a8"
"GSM2404609_9741950023_R01C01","CONTR, WM","CONTR, WM","#a8a8a8"
"GSM2404610_9741950007_R05C02","CHORDM","CHORDM","#fa8cff"
"GSM2404611_9741950023_R03C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404612_9741950008_R03C02","MELCYT","MELCYT","#102a46"
"GSM2404613_9741950008_R06C02","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404614_9741950021_R02C01","GBM, G34","GBM, G34","#55c056"
"GSM2404615_9741950021_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404616_9741950021_R06C01","IHG","IHG","#d0bbd8"
"GSM2404617_9741950021_R01C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404618_9741950021_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404619_9741950021_R03C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404620_9741950023_R02C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404621_9741950023_R06C01","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404622_9741950023_R01C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404623_9741950023_R02C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404624_9741950023_R03C02","PLEX, PED B","MCF PLEX T","#754027"
"GSM2404625_9741950023_R04C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404626_9741950023_R05C02","PLEX, AD","MCF PLEX T","#7b3e0a"
"GSM2404627_9741950008_R06C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404628_9741950008_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404629_9741950023_R06C02","PTPR, B","PTPR, B","#bfff9c"
"GSM2404630_9721365095_R01C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404631_9721365095_R06C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404632_9721365095_R02C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404633_9721365103_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404634_9721365105_R01C01","GBM, MES","MCF GBM ","#538533"
"GSM2404635_9721365137_R03C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404636_9721365103_R01C01","GBM, MES","MCF GBM ","#538533"
"GSM2404637_9721365095_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404638_9721365105_R04C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404639_9721365104_R03C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404640_9721365104_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404641_9721365137_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404642_9721365103_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404643_9721365104_R04C01","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404644_9721365105_R02C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404645_9721365105_R05C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404646_9721365104_R06C02","CONTR, INFLAM","CONTR, INFLAM","#dbdbdb"
"GSM2404647_9721365137_R03C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404648_9741950025_R05C01","GBM, G34","GBM, G34","#55c056"
"GSM2404649_9741950027_R05C01","PLASMA","PLASMA","#632f63"
"GSM2404650_9741950025_R06C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404651_9741950027_R02C01","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404652_9741950030_R01C01","GBM, G34","GBM, G34","#55c056"
"GSM2404653_9741950030_R04C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404654_9741950099_R02C01","GBM, MID","MCF GBM ","#27780d"
"GSM2404655_9741950109_R01C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404656_9741950109_R02C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404657_9741950109_R03C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404658_9741950109_R04C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404659_9741950109_R06C01","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404660_9741950109_R01C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404661_9741950109_R02C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404662_9741950109_R03C02","GBM, G34","GBM, G34","#55c056"
"GSM2404663_9741950109_R04C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404664_9741950109_R06C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404665_9741950099_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404666_9741950099_R01C02","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404667_9741950099_R04C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404668_9741950099_R05C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404669_9741950100_R05C01","PXA","PXA","#7c46c9"
"GSM2404670_9741950100_R06C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404671_9741950100_R02C02","GBM, G34","GBM, G34","#55c056"
"GSM2404672_9741950100_R04C02","GBM, MID","MCF GBM ","#27780d"
"GSM2404673_9741950099_R01C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404674_9741950100_R06C02","GBM, RTK III","MCF GBM ","#78e435"
"GSM2404675_9741950102_R01C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404676_9741950102_R02C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404677_9741950102_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404678_9741950102_R02C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404679_9741950102_R05C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404680_9741950087_R02C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404681_9741950085_R01C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404682_9741950085_R06C01","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404683_9741950087_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404684_9741950087_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404685_9741950075_R01C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404686_9647455008_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404687_9647455008_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404688_9647455112_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404689_9647455131_R04C02","MELCYT","MELCYT","#102a46"
"GSM2404690_9647455233_R02C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404691_9647455131_R04C01","CONTR, PINEAL","CONTR, PINEAL","#696969"
"GSM2404692_9647455131_R06C01","CONTR, WM","CONTR, WM","#a8a8a8"
"GSM2404693_9647455233_R06C01","MELAN","MELAN","#0b4068"
"GSM2404694_6969568075_R05C01","EFT, CIC","EFT, CIC","#955c9d"
"GSM2404695_6969568075_R02C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404696_8784241104_R01C02","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404697_9513149129_R06C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404698_9721365197_R01C01","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404699_9741950149_R02C02","MB, WNT","MB, WNT","#6da7d9"
"GSM2404700_9741950149_R05C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404701_9513149129_R05C01","GBM, MES","MCF GBM ","#538533"
"GSM2404702_9513149129_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404703_9721365197_R02C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404704_9721365197_R03C02","PXA","PXA","#7c46c9"
"GSM2404705_9721365197_R04C02","PXA","PXA","#7c46c9"
"GSM2404706_9721365197_R06C02","PXA","PXA","#7c46c9"
"GSM2404707_9741950140_R02C01","CHGL","CHGL","#b37dec"
"GSM2404708_9721366150_R06C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404709_9721366135_R06C01","PXA","PXA","#7c46c9"
"GSM2404710_9721366135_R01C02","PXA","PXA","#7c46c9"
"GSM2404711_9721366135_R03C01","IHG","IHG","#d0bbd8"
"GSM2404712_9721366135_R03C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2404713_9721366138_R04C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404714_9721366149_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404715_9721366149_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404716_9721366150_R01C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404717_9721366138_R06C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404718_9721366150_R04C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2404719_9721366150_R01C02","ENB, B","MCF ENB","#ff8339"
"GSM2404720_9721367020_R04C02","EWS","EWS","#ce69ec"
"GSM2404721_9741950111_R01C02","LGG, MYB","LGG, MYB","#9159de"
"GSM2404722_9741950111_R05C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2404723_9741950120_R02C01","ENB, A","MCF ENB","#aa4a1c"
"GSM2404724_9741950101_R02C01","LIPN","LIPN","#de7b2c"
"GSM2404725_9741950120_R04C01","ENB, B","MCF ENB","#ff8339"
"GSM2404726_9741950120_R06C01","ENB, B","MCF ENB","#ff8339"
"GSM2404727_9741950120_R01C02","ENB, B","MCF ENB","#ff8339"
"GSM2404728_9741950120_R02C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2404729_9741950120_R03C02","ENB, B","MCF ENB","#ff8339"
"GSM2404730_9741950120_R04C02","ENB, A","MCF ENB","#aa4a1c"
"GSM2404731_9741950120_R05C02","ENB, B","MCF ENB","#ff8339"
"GSM2404732_9741950101_R04C01","CHORDM","CHORDM","#fa8cff"
"GSM2404733_9741950101_R05C01","LGG, DIG DIA","LGG, DIG DIA","#cd4d00"
"GSM2404734_9741950101_R01C02","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404735_9741950111_R06C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404736_9741779119_R06C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404737_9741779119_R01C02","A IDH, HG","MCF IDH GLM","#ddca11"
"GSM2404738_9741779119_R05C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404739_9741950101_R06C02","ETMR","ETMR","#1693d6"
"GSM2404740_9741950107_R01C01","ETMR","ETMR","#1693d6"
"GSM2404741_9761749097_R04C01","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2404742_9741950152_R02C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404743_9741950152_R06C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404744_9761749012_R05C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404745_9761749012_R06C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404746_9761749088_R03C01","MB, SHH CHL AD","MCF MB SHH ","#2e80c6"
"GSM2404747_9761749088_R06C01","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404748_9769100008_R01C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404749_9769100023_R02C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404750_9769100023_R06C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404751_9769100024_R02C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404752_9769100024_R04C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404753_9769100024_R05C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404754_9769100024_R06C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404755_9769100024_R01C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404756_9769100024_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404757_9769100024_R04C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404758_9769100024_R06C02","EWS","EWS","#ce69ec"
"GSM2404759_9829119072_R04C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404760_9769100071_R04C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404761_9829119072_R04C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2404762_9829119072_R05C02","PTPR, A","PTPR, A","#aede8a"
"GSM2404763_9829119119_R01C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404764_9829119119_R03C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404765_9829119119_R04C02","EWS","EWS","#ce69ec"
"GSM2404766_9829119122_R05C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404767_9829119122_R06C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404768_9829119122_R03C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404769_9829119122_R06C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404770_9829119124_R01C01","LGG, PA MID","MCF PA","#b890e0"
"GSM2404771_9829119124_R02C01","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404772_9829119124_R03C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404773_9829119124_R04C01","CN","CN","#b85400"
"GSM2404774_9829119124_R02C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2404775_9769100007_R02C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404776_9769100008_R02C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404777_9829119256_R01C02","EFT, CIC","EFT, CIC","#955c9d"
"GSM2404778_9533774023_R05C02","PXA","PXA","#7c46c9"
"GSM2404779_9533774023_R06C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404780_9533774023_R04C01","MELCYT","MELCYT","#102a46"
"GSM2404781_9533774023_R01C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404782_9533774013_R02C02","CN","CN","#b85400"
"GSM2404783_9533774013_R03C02","PIN T, PPT","PIN T, PPT","#b4f79b"
"GSM2404784_9533774013_R04C02","CN","CN","#b85400"
"GSM2404785_9533774018_R01C02","MB, G4","MCF MB G3G4","#9dc3f5"
"GSM2404786_9533774018_R03C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404787_9533774018_R04C02","PXA","PXA","#7c46c9"
"GSM2404788_9533774018_R05C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404789_9533774018_R06C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404790_9533774021_R04C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404791_9513149159_R02C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404792_9533774057_R03C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404793_9533774066_R03C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404794_9533774066_R01C02","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404795_9533774066_R02C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404796_9533774057_R02C02","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404797_9533774066_R02C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404798_9533774066_R04C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404799_9533774066_R01C01","SUBEPN, ST","SUBEPN, ST","#ff4156"
"GSM2404800_9533774066_R06C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404801_9533774057_R06C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404802_9533774057_R01C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404803_9533774057_R04C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404804_9533774057_R05C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404805_9533774066_R05C02","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404806_9533774066_R05C01","EPN, MPE","EPN, MPE","#b90f38"
"GSM2404807_9533774066_R04C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404808_9533774066_R06C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404809_9533774047_R05C02","CONTR, REACT","CONTR, REACT","#d7d7d7"
"GSM2404810_9533774067_R01C01","CNS NB, FOXR2","CNS NB, FOXR2","#518ccb"
"GSM2404811_9533774067_R04C02","EWS","EWS","#ce69ec"
"GSM2404812_9533774041_R04C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404813_9533774041_R06C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404814_9533774046_R04C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404815_9533774046_R05C01","GBM, MYCN","MCF GBM ","#48e948"
"GSM2404816_9533774046_R06C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404817_9533774046_R03C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404818_9533774046_R05C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404819_9533774041_R01C02","ENB, B","MCF ENB","#ff8339"
"GSM2404820_9533774024_R04C01","MELCYT","MELCYT","#102a46"
"GSM2404821_9533774024_R01C02","EWS","EWS","#ce69ec"
"GSM2404822_9533774024_R03C02","MB, G3","MCF MB G3G4","#0581be"
"GSM2404823_9533774024_R04C02","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404824_9533774024_R06C02","DMG, K27","DMG, K27","#a3f187"
"GSM2404825_9533774033_R01C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404826_9533774033_R02C01","MB, G3","MCF MB G3G4","#0581be"
"GSM2404827_9533774033_R05C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404828_9533774033_R01C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404829_9533774033_R05C02","GBM, MES","MCF GBM ","#538533"
"GSM2404830_9533774041_R03C01","GBM, MES","MCF GBM ","#538533"
"GSM2404831_9533774041_R04C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404832_9533774041_R05C01","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404833_9533774082_R01C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404834_9533774082_R03C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404835_9533774082_R04C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404836_9533774082_R05C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404837_9533774082_R06C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404838_9533774082_R01C02","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404839_9533774082_R04C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404840_9533774082_R06C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404841_9533774084_R02C01","ATRT, TYR","MCF ATRT","#44aeff"
"GSM2404842_9533774084_R03C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404843_9533774084_R04C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404844_9533774084_R06C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404845_9533774084_R06C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404846_9533774088_R02C01","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404847_9533774088_R01C02","LGG, PA GG ST","MCF PA","#764e90"
"GSM2404848_9533774097_R01C01","GBM, MID","MCF GBM ","#27780d"
"GSM2404849_9533774097_R03C01","SUBEPN, SPINE","SUBEPN, SPINE","#fa3b44"
"GSM2404850_9533774097_R06C01","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404851_9533774097_R01C02","EPN, SPINE","EPN, SPINE","#ff044c"
"GSM2404852_9533774097_R02C02","SFT HMPC","SFT HMPC","#ff6dfa"
"GSM2404853_9533774072_R01C02","MB, SHH INF","MCF MB SHH ","#8bc0ff"
"GSM2404854_9534104010_R06C02","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404855_9533774101_R03C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404856_9533774102_R04C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404857_9534104006_R03C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404858_9533774101_R05C02","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404859_9533774106_R05C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404860_9533774102_R02C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404861_9533774101_R01C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404862_9533774106_R01C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404863_9533774101_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404864_9533774106_R04C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404865_9533774102_R05C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404866_9533774102_R06C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404867_9534104007_R01C01","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404868_9534104007_R04C01","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404869_9534104007_R02C02","GBM, RTK I","MCF GBM ","#68c62d"
"GSM2404870_9534104007_R03C02","GBM, MES","MCF GBM ","#538533"
"GSM2404871_9534104007_R04C02","LGG, DNT","LGG, DNT","#cb5216"
"GSM2404872_9534104008_R02C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404873_9534104008_R04C02","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404874_9534104008_R06C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404875_9534104010_R01C01","EPN, PF A","EPN, PF A","#e30149"
"GSM2404876_9534104010_R02C01","GBM, G34","GBM, G34","#55c056"
"GSM2404877_9534104010_R06C01","LGG, PA PF","MCF PA","#9d73c9"
"GSM2404878_9534104010_R02C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404879_9534104010_R03C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404880_9534104026_R01C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404881_9534104026_R02C01","ATRT, SHH","MCF ATRT","#009cea"
"GSM2404882_9534104026_R05C01","ATRT, MYC","MCF ATRT","#006ead"
"GSM2404883_9968646099_R02C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404884_9968646113_R06C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404885_9968646113_R01C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404886_9968646113_R02C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404887_9968646113_R04C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404888_9968646113_R05C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404889_9968646113_R06C02","A IDH","MCF IDH GLM","#ecbf00"
"GSM2404890_9968646118_R02C01","DMG, K27","DMG, K27","#a3f187"
"GSM2404891_9968646118_R03C02","GBM, RTK II","MCF GBM ","#7af870"
"GSM2404892_9968646139_R02C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404893_9968646139_R04C02","EPN, YAP","EPN, YAP","#fe576c"
"GSM2404894_9968646144_R04C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2404895_9968646155_R02C01","HGNET, MN1","HGNET, MN1","#ab94c1"
"GSM2404896_9968646156_R05C01","SUBEPN, PF","SUBEPN, PF","#dd052e"
"GSM2404897_9968646155_R06C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404898_9968646156_R02C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404900_9968646155_R05C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404901_9968646156_R03C02","EPN, PF B","EPN, PF B","#df3854"
"GSM2404902_9968646156_R03C01","EPN, PF B","EPN, PF B","#df3854"
"GSM2404903_9968646158_R01C01","LGG, SEGA","LGG, SEGA","#ad6ef1"
"GSM2404905_9968646167_R05C02","GBM, MES","MCF GBM ","#538533"
"GSM2404907_9968646160_R01C02","HGNET, BCOR","HGNET, BCOR","#739aca"
"GSM2404908_9968646163_R06C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404909_9968646164_R03C01","O IDH","MCF IDH GLM","#ffe336"
"GSM2404910_9968646164_R04C02","O IDH","MCF IDH GLM","#ffe336"
"GSM2404911_9968646164_R06C02","GBM, RTK II","MCF GBM ","#7af870"
